"Index" "AAPL.Adjusted"
2016-03-29 106.451693
2016-03-30 108.310245
2016-03-31 107.746747
2016-04-01 108.73534
2016-04-04 109.852455
2016-04-05 108.557393
2016-04-06 109.694276
2016-04-07 107.301883
2016-04-08 107.420517
2016-04-11 107.776404
2016-04-12 109.180211
2016-04-13 110.761959
2016-04-14 110.821272
2016-04-15 108.596938
2016-04-18 106.253977
2016-04-19 105.690479
2016-04-20 105.907963
2016-04-21 104.7612
2016-04-22 104.474507
2016-04-25 103.881352
2016-04-26 103.159676
2016-04-27 96.704165
2016-04-28 93.748274
2016-04-29 92.670704
2016-05-02 92.571846
2016-05-03 94.09428
2016-05-04 93.115575
2016-05-05 92.737619
2016-05-06 92.220424
2016-05-09 92.290046
2016-05-10 92.916649
2016-05-11 92.011556
2016-05-12 89.853242
2016-05-13 90.032273
2016-05-16 93.37417
2016-05-17 92.986272
2016-05-18 94.050506
2016-05-19 93.692445
2016-05-20 94.706954
2016-05-23 95.910433
2016-05-24 97.372514
2016-05-25 99.083248
2016-05-26 99.868992
2016-05-27 99.809311
2016-05-31 99.321953
2016-06-01 97.929494
2016-06-02 97.193484
2016-06-03 97.392403
2016-06-06 98.098577
2016-06-07 98.496423
2016-06-08 98.406912
2016-06-09 99.113085
2016-06-10 98.297504
2016-06-13 96.815526
2016-06-14 96.934883
2016-06-15 96.616607
2016-06-16 97.024402
2016-06-17 94.816362
2016-06-20 94.587598
2016-06-21 95.393239
2016-06-22 95.035178
2016-06-23 95.58221
2016-06-24 92.89676
2016-06-27 91.544087
2016-06-28 93.085731
2016-06-29 93.891372
2016-06-30 95.084904
2016-07-01 95.373342
2016-07-05 94.47819
2016-07-06 95.015281
2016-07-07 95.423076
2016-07-08 96.159086
2016-07-11 96.457473
2016-07-12 96.895097
2016-07-13 96.348065
2016-07-14 98.257718
2016-07-15 98.24777
2016-07-18 99.292116
2016-07-19 99.331901
2016-07-20 99.421412
2016-07-21 98.894269
2016-07-22 98.128421
2016-07-25 96.815526
2016-07-26 96.149138
2016-07-27 102.3953
2016-07-28 103.77781
2016-07-29 103.648513
2016-08-01 105.478603
2016-08-02 103.917063
2016-08-03 105.220002
2016-08-04 105.870003
2016-08-05 107.480003
2016-08-08 108.370003
2016-08-09 108.809998
2016-08-10 108
2016-08-11 107.93
2016-08-12 108.18
2016-08-15 109.480003
2016-08-16 109.379997
2016-08-17 109.220001
2016-08-18 109.080002
2016-08-19 109.360001
2016-08-22 108.510002
2016-08-23 108.849998
2016-08-24 108.029999
2016-08-25 107.57
2016-08-26 106.940002
2016-08-29 106.82
2016-08-30 106
2016-08-31 106.099998
2016-09-01 106.730003
2016-09-02 107.730003
2016-09-06 107.699997
2016-09-07 108.360001
2016-09-08 105.519997
2016-09-09 103.129997
2016-09-12 105.440002
2016-09-13 107.949997
2016-09-14 111.769997
2016-09-15 115.57
2016-09-16 114.919998
2016-09-19 113.580002
2016-09-20 113.57
2016-09-21 113.550003
2016-09-22 114.620003
2016-09-23 112.709999
2016-09-26 112.879997
2016-09-27 113.089996
2016-09-28 113.949997
2016-09-29 112.18
2016-09-30 113.050003
2016-10-03 112.519997
2016-10-04 113
2016-10-05 113.050003
2016-10-06 113.889999
2016-10-07 114.059998
2016-10-10 116.050003
2016-10-11 116.300003
2016-10-12 117.339996
2016-10-13 116.980003
2016-10-14 117.629997
2016-10-17 117.550003
2016-10-18 117.470001
2016-10-19 117.120003
2016-10-20 117.059998
2016-10-21 116.599998
2016-10-24 117.650002
2016-10-25 118.25
2016-10-26 115.589996
2016-10-27 114.480003
2016-10-28 113.720001
2016-10-31 113.540001
2016-11-01 111.489998
